date,latitude,longitude,temperature_instant_°C,precipitation_mm,predictability_percent,temperature_min_°C,temperature_max_°C,temperature_mean_°C,sealevelpressure_min_hPa,sealevelpressure_max_hPa,sealevelpressure_mean_hPa,windspeed_min_ms-1,windspeed_max_ms-1,windspeed_mean_ms-1,humiditygreater90_hours_percent,convective_precipitation_percent,relativehumidity_min_percent,relativehumidity_max_percent,relativehumidity_mean_percent,winddirection_degree,precipitation_probability_percent,uvindex,rainspot,predictability_class
2025-05-17,17.25468,17.25468,26.07,3.0,53,25.45,32.06,28.2,1006,1009,1007,0.64,4.05,2.11,0.33,3.0,63,99,85,135,48,10,3333211233233123233223232322333232132323222332231,3.0
2025-05-18,17.25468,17.25468,26.76,5.4,52,26.11,32.1,28.64,1005,1009,1007,1.13,3.7,2.14,0.38,5.4,69,98,85,135,70,11,3333322333333233333333333333332333333222223322332,3.0
2025-05-19,17.25468,17.25468,26.81,14.9,46,26.04,32.64,28.55,1004,1008,1006,0.84,2.96,1.7,0.38,14.9,65,99,86,180,76,11,3333333333333233333333333333333333333332333333333,3.0
2025-05-20,17.25468,17.25468,26.85,9.0,45,26.03,32.73,28.73,1003,1007,1005,0.94,2.82,1.8,0.38,9.0,66,99,86,180,69,10,3333333333333333333333333333333333333333333323333,3.0
2025-05-21,17.25468,17.25468,27.2,17.7,44,26.5,32.59,28.75,1003,1007,1005,1.21,2.92,2.15,0.29,17.7,67,97,85,135,62,12,3333333333333333333333333333333333333333333333333,3.0
2025-05-22,17.25468,17.25468,26.93,8.2,47,26.51,33.22,28.79,1004,1007,1005,1.02,2.79,1.83,0.13,8.2,59,97,84,180,77,11,3333333333333333333333333333333333333333333333333,3.0
2025-05-16,17.25468,17.25468,25.78,13.1,52,25.49,29.42,27.21,1006,1009,1008,0.96,3.27,2.0,0.33,13.1,78,97,89,135,68,8,3333333333333333333333333333333333333333333333333,3.0
2025-05-17,17.25468,17.25468,26.07,3.0,53,25.45,32.06,28.2,1006,1009,1007,0.64,4.05,2.11,0.33,3.0,63,99,85,135,48,10,3333211233233123233223232322333232132323222332231,3.0
2025-05-18,17.25468,17.25468,26.76,5.4,52,26.11,32.1,28.64,1005,1009,1007,1.13,3.7,2.14,0.38,5.4,69,98,85,135,70,11,3333322333333233333333333333332333333222223322332,3.0
2025-05-19,17.25468,17.25468,26.81,14.9,46,26.04,32.64,28.55,1004,1008,1006,0.84,2.96,1.7,0.38,14.9,65,99,86,180,76,11,3333333333333233333333333333333333333332333333333,3.0
2025-05-20,17.25468,17.25468,26.85,9.0,45,26.03,32.73,28.73,1003,1007,1005,0.94,2.82,1.8,0.38,9.0,66,99,86,180,69,10,3333333333333333333333333333333333333333333323333,3.0
2025-05-21,17.25468,17.25468,27.2,17.7,44,26.5,32.59,28.75,1003,1007,1005,1.21,2.92,2.15,0.29,17.7,67,97,85,135,62,12,3333333333333333333333333333333333333333333333333,3.0
2025-05-22,17.25468,17.25468,26.93,8.2,47,26.51,33.22,28.79,1004,1007,1005,1.02,2.79,1.83,0.13,8.2,59,97,84,180,77,11,3333333333333333333333333333333333333333333333333,3.0
2025-05-16,17.25468,17.25468,25.78,13.1,52,25.49,29.42,27.21,1006,1009,1008,0.96,3.27,2.0,0.33,13.1,78,97,89,135,68,8,3333333333333333333333333333333333333333333333333,3.0
2025-05-17,17.25468,17.25468,26.07,3.0,53,25.45,32.06,28.2,1006,1009,1007,0.64,4.05,2.11,0.33,3.0,63,99,85,135,48,10,3333211233233123233223232322333232132323222332231,3.0
2025-05-18,17.25468,17.25468,26.76,5.4,52,26.11,32.1,28.64,1005,1009,1007,1.13,3.7,2.14,0.38,5.4,69,98,85,135,70,11,3333322333333233333333333333332333333222223322332,3.0
2025-05-19,17.25468,17.25468,26.81,14.9,46,26.04,32.64,28.55,1004,1008,1006,0.84,2.96,1.7,0.38,14.9,65,99,86,180,76,11,3333333333333233333333333333333333333332333333333,3.0
2025-05-20,17.25468,17.25468,26.85,9.0,45,26.03,32.73,28.73,1003,1007,1005,0.94,2.82,1.8,0.38,9.0,66,99,86,180,69,10,3333333333333333333333333333333333333333333323333,3.0
2025-05-21,17.25468,17.25468,27.2,17.7,44,26.5,32.59,28.75,1003,1007,1005,1.21,2.92,2.15,0.29,17.7,67,97,85,135,62,12,3333333333333333333333333333333333333333333333333,3.0
2025-05-22,17.25468,17.25468,26.93,8.2,47,26.51,33.22,28.79,1004,1007,1005,1.02,2.79,1.83,0.13,8.2,59,97,84,180,77,11,3333333333333333333333333333333333333333333333333,3.0
2025-05-16,17.25468,17.25468,25.78,13.1,52,25.49,29.42,27.21,1006,1009,1008,0.96,3.27,2.0,0.33,13.1,78,97,89,135,68,8,3333333333333333333333333333333333333333333333333,3.0
2025-05-17,17.25468,17.25468,26.07,3.0,53,25.45,32.06,28.2,1006,1009,1007,0.64,4.05,2.11,0.33,3.0,63,99,85,135,48,10,3333211233233123233223232322333232132323222332231,3.0
2025-05-18,17.25468,17.25468,26.76,5.4,52,26.11,32.1,28.64,1005,1009,1007,1.13,3.7,2.14,0.38,5.4,69,98,85,135,70,11,3333322333333233333333333333332333333222223322332,3.0
2025-05-19,17.25468,17.25468,26.81,14.9,46,26.04,32.64,28.55,1004,1008,1006,0.84,2.96,1.7,0.38,14.9,65,99,86,180,76,11,3333333333333233333333333333333333333332333333333,3.0
2025-05-20,17.25468,17.25468,26.85,9.0,45,26.03,32.73,28.73,1003,1007,1005,0.94,2.82,1.8,0.38,9.0,66,99,86,180,69,10,3333333333333333333333333333333333333333333323333,3.0
2025-05-21,17.25468,17.25468,27.2,17.7,44,26.5,32.59,28.75,1003,1007,1005,1.21,2.92,2.15,0.29,17.7,67,97,85,135,62,12,3333333333333333333333333333333333333333333333333,3.0
2025-05-22,17.25468,17.25468,26.93,8.2,47,26.51,33.22,28.79,1004,1007,1005,1.02,2.79,1.83,0.13,8.2,59,97,84,180,77,11,3333333333333333333333333333333333333333333333333,3.0
2025-05-16,17.25468,17.25468,25.78,13.1,52,25.49,29.42,27.21,1006,1009,1008,0.96,3.27,2.0,0.33,13.1,78,97,89,135,68,8,3333333333333333333333333333333333333333333333333,3.0
2025-05-17,17.25468,17.25468,26.07,3.0,53,25.45,32.06,28.2,1006,1009,1007,0.64,4.05,2.11,0.33,3.0,63,99,85,135,48,10,3333211233233123233223232322333232132323222332231,3.0
2025-05-18,17.25468,17.25468,26.76,5.4,52,26.11,32.1,28.64,1005,1009,1007,1.13,3.7,2.14,0.38,5.4,69,98,85,135,70,11,3333322333333233333333333333332333333222223322332,3.0
2025-05-19,17.25468,17.25468,26.81,14.9,46,26.04,32.64,28.55,1004,1008,1006,0.84,2.96,1.7,0.38,14.9,65,99,86,180,76,11,3333333333333233333333333333333333333332333333333,3.0
2025-05-20,17.25468,17.25468,26.85,9.0,45,26.03,32.73,28.73,1003,1007,1005,0.94,2.82,1.8,0.38,9.0,66,99,86,180,69,10,3333333333333333333333333333333333333333333323333,3.0
2025-05-21,17.25468,17.25468,27.2,17.7,44,26.5,32.59,28.75,1003,1007,1005,1.21,2.92,2.15,0.29,17.7,67,97,85,135,62,12,3333333333333333333333333333333333333333333333333,3.0
2025-05-22,17.25468,17.25468,26.93,8.2,47,26.51,33.22,28.79,1004,1007,1005,1.02,2.79,1.83,0.13,8.2,59,97,84,180,77,11,3333333333333333333333333333333333333333333333333,3.0
2025-05-16,17.25468,17.25468,25.78,13.1,52,25.49,29.42,27.21,1006,1009,1008,0.96,3.27,2.0,0.33,13.1,78,97,89,135,68,8,3333333333333333333333333333333333333333333333333,3.0
2025-05-17,17.25468,17.25468,26.07,3.0,53,25.45,32.06,28.2,1006,1009,1007,0.64,4.05,2.11,0.33,3.0,63,99,85,135,48,10,3333211233233123233223232322333232132323222332231,3.0
2025-05-18,17.25468,17.25468,26.76,5.4,52,26.11,32.1,28.64,1005,1009,1007,1.13,3.7,2.14,0.38,5.4,69,98,85,135,70,11,3333322333333233333333333333332333333222223322332,3.0
2025-05-19,17.25468,17.25468,26.81,14.9,46,26.04,32.64,28.55,1004,1008,1006,0.84,2.96,1.7,0.38,14.9,65,99,86,180,76,11,3333333333333233333333333333333333333332333333333,3.0
2025-05-20,17.25468,17.25468,26.85,9.0,45,26.03,32.73,28.73,1003,1007,1005,0.94,2.82,1.8,0.38,9.0,66,99,86,180,69,10,3333333333333333333333333333333333333333333323333,3.0
2025-05-21,17.25468,17.25468,27.2,17.7,44,26.5,32.59,28.75,1003,1007,1005,1.21,2.92,2.15,0.29,17.7,67,97,85,135,62,12,3333333333333333333333333333333333333333333333333,3.0
2025-05-22,17.25468,17.25468,26.93,8.2,47,26.51,33.22,28.79,1004,1007,1005,1.02,2.79,1.83,0.13,8.2,59,97,84,180,77,11,3333333333333333333333333333333333333333333333333,3.0
2025-05-16,17.25468,17.25468,25.78,13.1,52,25.49,29.42,27.21,1006,1009,1008,0.96,3.27,2.0,0.33,13.1,78,97,89,135,68,8,3333333333333333333333333333333333333333333333333,3.0
2025-05-17,17.25468,17.25468,26.07,3.0,53,25.45,32.06,28.2,1006,1009,1007,0.64,4.05,2.11,0.33,3.0,63,99,85,135,48,10,3333211233233123233223232322333232132323222332231,3.0
2025-05-18,17.25468,17.25468,26.76,5.4,52,26.11,32.1,28.64,1005,1009,1007,1.13,3.7,2.14,0.38,5.4,69,98,85,135,70,11,3333322333333233333333333333332333333222223322332,3.0
